review_id,user_id,feature_name,review_text,rating,sentiment,issue_category,support_ticket_flag,app_version,timestamp
R000947,U007718,Watch Party,Had to retry 3 times before the session started.,2.0,negative,Crashes,1,4.2.3,2024-08-12 00:03:00
R000948,U001492,Watch Party,The syncing is off. Our streams weren't in sync at all. Really needs work.,2.0,negative,Crashes,1,4.4.0,2024-08-09 09:20:00
R000949,U003464,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.4.1,2024-08-16 05:02:00
R000950,U001078,Watch Party,My friends can never join. Garbage feature.,1.0,negative,Bug,1,4.2.4,2025-01-16 03:07:00
R000951,U008111,Watch Party,Watch party is okay but could use better friend invite options.,3.0,neutral,Too Many Steps,0,4.3.2,2025-01-25 18:23:00
R000952,U007594,Watch Party,The syncing is off. Our streams weren't in sync at all.,2.0,negative,Crashes,1,4.3.0,2024-12-04 09:11:00
R000953,U000780,Watch Party,"Invited 3 friends, app froze before we could even start. Useless.",1.0,negative,Bug,0,4.1.0,2025-02-12 09:50:00
R000954,U011040,Watch Party,"Watch party worked flawlessly. Great concept, please keep improving it!",5.0,positive,Positive Experience,0,4.4.3,2024-08-24 10:36:00
R000955,U005630,Watch Party,This feature is a joke. Never works on smart TV. Really needs work.,1.0,negative,Bug,1,4.1.4,2024-08-15 23:40:00
R000956,U003968,Watch Party,"Invited 3 friends, app froze before we could even start. Useless.",1.0,negative,Bug,1,4.3.0,2025-01-23 04:03:00
R000957,U008626,Watch Party,Had to retry 3 times before the session started.,2.0,negative,Crashes,1,4.2.1,2025-01-31 15:51:00
R000958,U007160,Watch Party,Watch party crashes every single time I try to use it. Completely broken.,1.0,negative,Bug,1,4.1.1,2024-09-24 12:02:00
R000959,U002703,Watch Party,Managed to have a watch party last night. Was fun once it worked! Please improve.,4.0,positive,Performance,0,4.4.2,2024-12-28 15:21:00
R000960,U005195,Watch Party,My friends can never join. Garbage feature.,1.0,negative,Bug,0,4.1.1,2025-01-08 02:00:00
R000961,U008283,Watch Party,"Watch party worked flawlessly. Great concept, please keep improving it! Still waiting for a fix.",5.0,positive,Positive Experience,0,4.3.3,2024-10-30 17:54:00
R000962,U001328,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.2.3,2024-10-30 08:19:00
R000963,U011614,Watch Party,"Invited 3 friends, app froze before we could even start. Useless.",1.0,negative,Bug,1,4.3.2,2025-02-27 12:03:00
R000964,U009786,Watch Party,Works sometimes. Hoping they improve stability.,3.0,neutral,Too Many Steps,0,4.3.2,2025-02-11 14:26:00
R000965,U001269,Watch Party,Works sometimes. Hoping they improve stability.,3.0,neutral,Too Many Steps,0,4.4.3,2024-12-08 21:47:00
R000966,U002655,Watch Party,Watch party is okay but could use better friend invite options.,3.0,neutral,Too Many Steps,0,4.3.4,2024-10-02 04:48:00
R000967,U008373,Watch Party,Watch party crashes every single time I try to use it. Completely broken.,,negative,Bug,1,4.4.1,2025-01-21 10:09:00
R000968,U000882,Watch Party,The syncing is off. Our streams weren't in sync at all.,2.0,negative,Crashes,0,4.2.3,2024-11-27 17:26:00
R000969,U004719,Watch Party,The syncing is off. Our streams weren't in sync at all.,2.0,negative,Crashes,1,4.4.3,2024-11-09 14:29:00
R000970,U004764,Watch Party,My friends can never join. Garbage feature.,1.0,negative,Bug,1,4.1.2,2025-02-05 14:41:00
R000971,U003868,Watch Party,Works sometimes. Hoping they improve stability.,3.0,neutral,Too Many Steps,0,4.5.0,2024-09-03 07:04:00
R000972,U000748,Watch Party,"Watch party worked flawlessly. Great concept, please keep improving it!",5.0,positive,Positive Experience,0,4.3.3,2025-01-23 10:31:00
R000973,U001462,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.5.1,2024-10-23 16:30:00
R000974,U010270,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.3.3,2024-09-14 05:14:00
R000975,U007970,Watch Party,"Watch party worked flawlessly. Great concept, please keep improving it!",,positive,Positive Experience,0,4.3.3,2025-01-26 09:56:00
R000976,U002876,Watch Party,"Watch party sometimes works, but loading is painfully slow.",2.0,negative,Crashes,0,4.4.4,2025-01-29 05:43:00
R000977,U004876,Watch Party,"Invited 3 friends, app froze before we could even start. Useless.",1.0,negative,Bug,0,4.2.3,2025-01-01 21:55:00
R000978,U004111,Watch Party,Works sometimes. Hoping they improve stability.,3.0,neutral,Too Many Steps,0,4.1.4,2024-08-04 19:33:00
R000979,U006140,Watch Party,This feature is a joke. Never works on smart TV.,1.0,negative,Bug,0,4.3.3,2024-08-04 11:12:00
R000980,U005462,Watch Party,My friends can never join. Garbage feature. Highly disappointing.,1.0,negative,Bug,1,4.5.2,2024-09-09 10:01:00
R000981,U007432,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.5.1,2024-12-29 20:23:00
R000982,U010966,Watch Party,Had to retry 3 times before the session started.,2.0,negative,Crashes,1,4.4.4,2024-12-01 15:58:00
R000983,U009867,Watch Party,"Watch party sometimes works, but loading is painfully slow.",2.0,negative,Crashes,1,4.4.4,2024-12-25 08:02:00
R000984,U010404,Watch Party,Watch party crashes every single time I try to use it. Completely broken.,1.0,negative,Bug,1,4.5.0,2024-08-21 15:05:00
R000985,U008719,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.4.2,2024-12-17 11:16:00
R000986,U008918,Watch Party,"Watch party sometimes works, but loading is painfully slow.",2.0,negative,Crashes,0,4.1.3,2024-11-16 08:20:00
R000987,U008465,Watch Party,Watch party crashes every single time I try to use it. Completely broken.,1.0,negative,Bug,1,4.1.3,2025-01-02 03:53:00
R000988,U010790,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.4.4,2024-10-13 03:02:00
R000989,U008146,Watch Party,"Watch party worked flawlessly. Great concept, please keep improving it!",5.0,positive,Positive Experience,0,4.5.2,2024-10-30 09:18:00
R000990,U005749,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.5.1,2024-11-02 21:47:00
R000991,U004958,Watch Party,This feature is a joke. Never works on smart TV.,1.0,negative,Bug,0,4.3.0,2025-01-19 11:56:00
R000992,U010442,Watch Party,Room creation fails half the time. Very frustrating.,1.0,negative,Bug,1,4.2.4,2024-11-20 04:05:00
R000993,U009136,Watch Party,The syncing is off. Our streams weren't in sync at all.,2.0,negative,Crashes,1,4.3.3,2024-09-13 16:44:00
R000994,U005244,Watch Party,Room creation fails half the time. Very frustrating.,1.0,negative,Bug,1,4.4.3,2025-02-23 12:04:00
R000995,U009669,Watch Party,Had to retry 3 times before the session started.,,negative,Crashes,0,4.1.1,2025-01-09 03:04:00
R000996,U008955,Watch Party,Watch party is okay but could use better friend invite options.,3.0,neutral,Too Many Steps,0,4.3.1,2024-10-22 03:58:00
R000997,U008121,Watch Party,"Watch party sometimes works, but loading is painfully slow.",2.0,negative,Crashes,0,4.3.0,2024-09-03 10:43:00
R000998,U005979,Watch Party,Managed to have a watch party last night. Was fun once it worked! Really needs work.,4.0,positive,Performance,0,4.2.3,2024-10-01 14:56:00
R000999,U006851,Watch Party,"Watch party worked flawlessly. Great concept, please keep improving it!",5.0,positive,Positive Experience,0,4.1.0,2025-02-27 08:37:00
R001000,U008044,Watch Party,My friends can never join. Garbage feature.,1.0,negative,Bug,0,4.1.1,2024-08-31 18:01:00
R001001,U003339,Watch Party,"Invited 3 friends, app froze before we could even start. Useless.",1.0,negative,Bug,1,4.3.0,2025-01-18 13:23:00
R001002,U005579,Watch Party,Watch party crashes every single time I try to use it. Completely broken.,1.0,negative,Bug,0,4.5.2,2024-12-29 12:28:00
R001003,U003378,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.1.3,2024-08-19 08:00:00
R001004,U001085,Watch Party,Room creation fails half the time. Very frustrating. Still waiting for a fix.,1.0,negative,Bug,1,4.5.1,2024-12-22 13:58:00
R001005,U010165,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.5.2,2024-09-11 23:46:00
R001006,U010050,Watch Party,Watch party crashes every single time I try to use it. Completely broken.,1.0,negative,Bug,1,4.2.4,2024-09-22 04:43:00
R001007,U002022,Watch Party,Watch party is okay but could use better friend invite options.,3.0,neutral,Too Many Steps,0,4.4.4,2025-02-02 15:14:00
R001008,U004235,Watch Party,This feature is a joke. Never works on smart TV.,1.0,negative,Bug,1,4.5.3,2024-10-31 02:23:00
R001009,U005701,Watch Party,"Watch party worked flawlessly. Great concept, please keep improving it!",5.0,positive,Positive Experience,0,4.1.2,2024-09-14 08:55:00
R001010,U003150,Watch Party,Watch party is okay but could use better friend invite options.,3.0,neutral,Too Many Steps,0,4.1.1,2024-10-14 00:20:00
R001011,U003185,Watch Party,The syncing is off. Our streams weren't in sync at all.,2.0,negative,Crashes,0,4.5.0,2024-12-29 23:00:00
R001012,U005642,Watch Party,"Watch party sometimes works, but loading is painfully slow.",2.0,negative,Crashes,0,4.2.3,2025-01-21 16:17:00
R001013,U009381,Watch Party,"Watch party worked flawlessly. Great concept, please keep improving it!",5.0,positive,Positive Experience,0,4.4.1,2025-01-26 22:44:00
R001014,U002577,Watch Party,Had to retry 3 times before the session started.,2.0,negative,Crashes,1,4.4.4,2025-01-26 17:19:00
R001015,U004284,Watch Party,Watch party is okay but could use better friend invite options.,,neutral,Too Many Steps,0,4.5.4,2024-09-24 07:01:00
R001016,U004564,Watch Party,Had to retry 3 times before the session started.,2.0,negative,Crashes,1,4.1.1,2024-08-09 17:32:00
R001017,U003116,Watch Party,Had to retry 3 times before the session started.,2.0,negative,Crashes,0,4.1.0,2024-11-19 14:32:00
R001018,U005038,Watch Party,Had to retry 3 times before the session started.,2.0,negative,Crashes,0,4.3.4,2025-02-21 23:05:00
R001019,U001087,Watch Party,"Invited 3 friends, app froze before we could even start. Useless.",,negative,Bug,0,4.2.2,2024-10-11 09:37:00
R001020,U001697,Watch Party,Watch party is okay but could use better friend invite options.,3.0,neutral,Too Many Steps,0,4.1.2,2024-10-14 22:18:00
R001021,U011453,Watch Party,"Watch party sometimes works, but loading is painfully slow.",2.0,negative,Crashes,1,4.4.2,2024-11-18 13:53:00
R001022,U008146,Watch Party,"Watch party worked flawlessly. Great concept, please keep improving it!",5.0,positive,Positive Experience,0,4.2.3,2024-11-18 23:34:00
R001023,U002632,Watch Party,The syncing is off. Our streams weren't in sync at all.,2.0,negative,Crashes,1,4.1.1,2024-11-15 05:16:00
R001024,U011289,Watch Party,Watch party is okay but could use better friend invite options.,3.0,neutral,Too Many Steps,0,4.2.4,2025-02-09 12:00:00
R001025,U004261,Watch Party,Works sometimes. Hoping they improve stability.,3.0,neutral,Too Many Steps,0,4.2.1,2024-10-29 08:01:00
R001026,U004929,Watch Party,My friends can never join. Garbage feature.,1.0,negative,Bug,1,4.2.3,2024-09-29 18:42:00
R001027,U005100,Watch Party,My friends can never join. Garbage feature. Please improve.,1.0,negative,Bug,1,4.5.0,2024-12-17 22:49:00
R001028,U001538,Watch Party,This feature is a joke. Never works on smart TV.,1.0,negative,Bug,1,4.5.4,2025-02-19 06:32:00
R001029,U009196,Watch Party,Had to retry 3 times before the session started.,2.0,neutral,Crashes,0,4.5.2,2024-11-07 12:54:00
R001030,U006185,Watch Party,"Watch party sometimes works, but loading is painfully slow.",2.0,negative,Crashes,1,4.5.4,2025-02-06 01:34:00
R001031,U001630,Watch Party,"Invited 3 friends, app froze before we could even start. Useless.",1.0,negative,Bug,1,4.1.2,2025-01-27 00:39:00
R001032,U001235,Watch Party,"Invited 3 friends, app froze before we could even start. Useless.",1.0,negative,Bug,0,4.5.4,2024-08-06 01:30:00
R001033,U000116,Watch Party,This feature is a joke. Never works on smart TV.,1.0,negative,Bug,1,4.5.2,2024-11-04 03:40:00
R001034,U003004,Watch Party,"Watch party worked flawlessly. Great concept, please keep improving it! Really needs work.",5.0,positive,Positive Experience,0,4.2.3,2024-10-16 16:04:00
R001035,U002320,Watch Party,"Watch party sometimes works, but loading is painfully slow.",2.0,negative,Crashes,0,4.4.2,2024-09-13 12:22:00
R001036,U008844,Watch Party,Works sometimes. Hoping they improve stability.,3.0,neutral,Too Many Steps,0,4.3.1,2025-01-25 11:18:00
R001037,U002227,Watch Party,The syncing is off. Our streams weren't in sync at all.,2.0,negative,Crashes,1,4.2.2,2025-01-05 13:44:00
R001038,U009696,Watch Party,This feature is a joke. Never works on smart TV.,1.0,negative,Bug,1,4.1.0,2024-12-23 09:30:00
R001039,U000632,Watch Party,Room creation fails half the time. Very frustrating.,1.0,negative,Bug,1,4.3.0,2025-02-08 11:17:00
R001040,U006308,Watch Party,This feature is a joke. Never works on smart TV. Please improve.,1.0,negative,Bug,0,4.5.0,2024-09-29 09:39:00
R001041,U007560,Watch Party,Managed to have a watch party last night. Was fun once it worked! Please improve.,4.0,positive,Performance,0,4.5.1,2024-12-27 21:43:00
R001042,U009029,Watch Party,Watch party is okay but could use better friend invite options.,3.0,neutral,Too Many Steps,0,4.3.2,2024-10-05 11:45:00
R001043,U011176,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.4.3,2024-11-03 16:48:00
R001044,U002351,Watch Party,My friends can never join. Garbage feature.,1.0,negative,Bug,0,4.4.3,2024-11-08 16:11:00
R001045,U011324,Watch Party,Managed to have a watch party last night. Was fun once it worked! Highly disappointing.,4.0,positive,Performance,0,4.3.2,2024-12-14 13:25:00
R001046,U004652,Watch Party,"Watch party worked flawlessly. Great concept, please keep improving it!",5.0,positive,Positive Experience,0,4.2.0,2024-11-18 10:28:00
R001047,U007105,Watch Party,This feature is a joke. Never works on smart TV.,1.0,negative,Bug,0,4.4.2,2025-02-14 08:14:00
R001048,U011352,Watch Party,"Watch party worked flawlessly. Great concept, please keep improving it!",5.0,positive,Positive Experience,0,4.2.4,2024-11-21 13:19:00
R001049,U007280,Watch Party,"Invited 3 friends, app froze before we could even start. Useless. Please improve.",1.0,negative,Bug,1,4.4.3,2025-02-22 21:47:00
R001050,U007147,Watch Party,Works sometimes. Hoping they improve stability.,3.0,neutral,Too Many Steps,0,4.5.2,2024-10-13 23:26:00
R001051,U010261,Watch Party,MY FRIENDS CAN NEVER JOIN. GARBAGE FEATURE. REALLY NEEDS WORK.,,negative,Bug,1,4.1.3,2024-08-06 20:40:00
R001052,U006949,Watch Party,"Watch party sometimes works, but loading is painfully slow. Really needs work.",2.0,negative,Crashes,0,4.4.1,2024-09-18 08:23:00
R001053,U002381,Watch Party,Watch party crashes every single time I try to use it. Completely broken. Highly disappointing.,1.0,negative,Bug,1,4.1.4,2024-12-03 13:15:00
R001054,U000062,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.5.4,2024-08-03 03:05:00
R001055,U002794,Watch Party,"Watch party sometimes works, but loading is painfully slow.",2.0,negative,Crashes,1,4.4.4,2025-02-26 16:44:00
R001056,U007273,Watch Party,"Watch party sometimes works, but loading is painfully slow.",2.0,negative,Crashes,1,4.3.0,2024-08-03 07:54:00
R001057,U010659,Watch Party,The syncing is off. Our streams weren't in sync at all.,2.0,negative,Crashes,1,4.4.1,2024-09-23 14:06:00
R001058,U006516,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.3.2,2024-09-28 11:29:00
R001059,U011100,Watch Party,Had to retry 3 times before the session started.,2.0,negative,Crashes,0,4.4.0,2025-02-01 13:29:00
R001060,U011448,Watch Party,Watch party is okay but could use better friend invite options.,3.0,neutral,Too Many Steps,0,4.1.4,2025-01-25 15:27:00
R001061,U008089,Watch Party,Room creation fails half the time. Very frustrating.,1.0,negative,Bug,0,4.4.0,2024-10-28 16:07:00
R001062,U007705,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.1.3,2024-09-08 19:42:00
R001063,U006609,Watch Party,My friends can never join. Garbage feature.,1.0,negative,Bug,0,4.3.1,2025-02-19 15:18:00
R001064,U007609,Watch Party,ROOM CREATION FAILS HALF THE TIME. VERY FRUSTRATING. STILL WAITING FOR A FIX.,1.0,negative,Bug,0,4.3.4,2024-08-12 08:29:00
R001065,U008307,Watch Party,Watch party is okay but could use better friend invite options.,3.0,neutral,Too Many Steps,0,4.2.3,2025-02-09 08:44:00
R001066,U011952,Watch Party,Room creation fails half the time. Very frustrating.,1.0,negative,Bug,1,4.4.0,2024-12-28 17:27:00
R001067,U002724,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.3.2,2024-08-20 13:06:00
R001068,U011001,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.5.1,2024-09-10 04:41:00
R001069,U001181,Watch Party,Works sometimes. Hoping they improve stability.,3.0,neutral,Too Many Steps,0,4.3.2,2024-12-28 08:40:00
R001070,U008198,Watch Party,Watch party is okay but could use better friend invite options.,3.0,neutral,Too Many Steps,0,4.5.0,2024-08-29 05:39:00
R001071,U011133,Watch Party,"Invited 3 friends, app froze before we could even start. Useless.",1.0,negative,Bug,0,4.1.2,2025-01-01 15:01:00
R001072,U009287,Watch Party,"Watch party worked flawlessly. Great concept, please keep improving it!",5.0,positive,Positive Experience,0,4.2.3,2024-10-13 10:42:00
R001073,U003719,Watch Party,The syncing is off. Our streams weren't in sync at all. Please improve.,2.0,negative,Crashes,0,4.4.2,2024-11-09 15:10:00
R001074,U004895,Watch Party,Watch party crashes every single time I try to use it. Completely broken.,1.0,negative,Bug,0,4.4.2,2024-12-14 03:27:00
R001075,U006996,Watch Party,This feature is a joke. Never works on smart TV.,1.0,negative,Bug,0,4.1.0,2024-08-28 13:46:00
R001076,U009051,Watch Party,"Invited 3 friends, app froze before we could even start. Useless.",1.0,negative,Bug,1,4.4.0,2024-10-16 17:12:00
R001077,U007478,Watch Party,This feature is a joke. Never works on smart TV.,1.0,negative,Bug,0,4.4.2,2024-11-01 03:00:00
R001078,U000714,Watch Party,The syncing is off. Our streams weren't in sync at all.,2.0,negative,Crashes,1,4.1.4,2024-10-07 02:01:00
R001079,U009263,Watch Party,My friends can never join. Garbage feature. Highly disappointing.,1.0,negative,Bug,0,4.3.1,2024-08-20 10:15:00
R001080,U001122,Watch Party,Room creation fails half the time. Very frustrating.,1.0,negative,Bug,0,4.1.4,2024-11-03 01:48:00
R001081,U009379,Watch Party,My friends can never join. Garbage feature.,1.0,negative,Bug,1,4.3.2,2024-09-24 03:06:00
R001082,U009450,Watch Party,"INVITED 3 FRIENDS, APP FROZE BEFORE WE COULD EVEN START. USELESS.",1.0,negative,Bug,1,4.1.4,2024-10-08 03:08:00
R001083,U003707,Watch Party,Room creation fails half the time. Very frustrating.,1.0,negative,Bug,0,4.3.4,2024-12-08 16:44:00
R001084,U001597,Watch Party,My friends can never join. Garbage feature.,1.0,negative,Bug,0,4.4.0,2025-02-14 15:31:00
R001085,U000919,Watch Party,Had to retry 3 times before the session started. Highly disappointing.,2.0,negative,Crashes,0,4.5.1,2024-11-22 16:58:00
R001086,U001351,Watch Party,Managed to have a watch party last night. Was fun once it worked! Still waiting for a fix.,4.0,positive,Performance,0,4.1.2,2025-01-21 20:38:00
R001087,U011044,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.4.4,2024-12-09 02:49:00
R001088,U010390,Watch Party,"Invited 3 friends, app froze before we could even start. Useless.",1.0,negative,Bug,1,4.1.4,2025-01-30 10:28:00
R001089,U004553,Watch Party,Watch party is okay but could use better friend invite options.,3.0,neutral,Too Many Steps,0,4.5.2,2024-08-02 09:05:00
R001090,U010193,Watch Party,Watch party crashes every single time I try to use it. Completely broken. Really needs work.,1.0,negative,Bug,1,4.2.4,2024-09-30 21:26:00
R001091,U009160,Watch Party,The syncing is off. Our streams weren't in sync at all.,2.0,negative,Crashes,0,4.2.2,2024-09-04 14:32:00
R001092,U003348,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.2.4,2024-09-22 19:41:00
R001093,U007860,Watch Party,The syncing is off. Our streams weren't in sync at all.,2.0,negative,Crashes,0,4.4.0,2024-08-22 16:43:00
R001094,U008261,Watch Party,"Watch party worked flawlessly. Great concept, please keep improving it!",5.0,positive,Positive Experience,0,4.2.4,2024-08-08 13:35:00
R001095,U004116,Watch Party,My friends can never join. Garbage feature.,1.0,negative,Bug,0,4.1.4,2024-11-27 18:02:00
R001096,U003791,Watch Party,Works sometimes. Hoping they improve stability.,3.0,neutral,Too Many Steps,0,4.4.4,2024-11-11 13:09:00
R001097,U009017,Watch Party,Managed to have a watch party last night. Was fun once it worked! Still waiting for a fix.,4.0,positive,Performance,0,4.4.0,2024-10-18 08:24:00
R001098,U003214,Watch Party,"Watch party worked flawlessly. Great concept, please keep improving it! Please improve.",5.0,positive,Positive Experience,0,4.5.4,2024-11-08 11:13:00
R001099,U004369,Watch Party,Watch party is okay but could use better friend invite options.,3.0,neutral,Too Many Steps,0,4.3.4,2024-08-06 02:19:00
R001100,U008143,Watch Party,Had to retry 3 times before the session started.,2.0,negative,Crashes,0,4.5.2,2025-01-30 13:22:00
R001101,U001235,Watch Party,Watch party is okay but could use better friend invite options.,3.0,neutral,Too Many Steps,0,4.3.2,2025-01-10 14:40:00
R001102,U001638,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.2.2,2024-08-07 07:04:00
R001103,U006037,Watch Party,Watch party crashes every single time I try to use it. Completely broken.,1.0,negative,Bug,0,4.1.3,2024-08-18 20:52:00
R001104,U005382,Watch Party,"Watch party sometimes works, but loading is painfully slow.",2.0,negative,Crashes,0,4.4.4,2025-01-08 22:12:00
R001105,U009082,Watch Party,"Watch party worked flawlessly. Great concept, please keep improving it!",5.0,positive,Positive Experience,0,4.3.2,2024-12-28 12:06:00
R001106,U006586,Watch Party,THIS FEATURE IS A JOKE. NEVER WORKS ON SMART TV.,1.0,negative,Bug,0,4.3.1,2024-08-19 20:16:00
R001107,U001795,Watch Party,"Watch party sometimes works, but loading is painfully slow.",2.0,negative,Crashes,0,4.5.2,2024-08-22 18:36:00
R001108,U001190,Watch Party,The syncing is off. Our streams weren't in sync at all.,2.0,negative,Crashes,1,4.2.0,2024-08-19 15:50:00
R001109,U011736,Watch Party,Watch party is okay but could use better friend invite options.,,neutral,Too Many Steps,0,4.4.1,2024-08-04 03:33:00
R001110,U008251,Watch Party,Had to retry 3 times before the session started.,2.0,negative,Crashes,0,4.3.1,2025-02-09 06:29:00
R001111,U005627,Watch Party,"Watch party sometimes works, but loading is painfully slow. Really needs work.",2.0,negative,Crashes,1,4.5.4,2024-09-08 00:17:00
R001112,U001873,Watch Party,Managed to have a watch party last night. Was fun once it worked! Still waiting for a fix.,4.0,positive,Performance,0,4.1.0,2024-12-15 12:23:00
R001113,U003379,Watch Party,Watch party crashes every single time I try to use it. Completely broken.,1.0,negative,Bug,1,4.1.2,2025-02-17 12:22:00
R001114,U005246,Watch Party,"Watch party worked flawlessly. Great concept, please keep improving it!",5.0,positive,Positive Experience,0,4.1.4,2024-11-13 12:40:00
R001115,U001774,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.3.4,2024-12-11 16:38:00
R001116,U009136,Watch Party,"Watch party worked flawlessly. Great concept, please keep improving it!",5.0,positive,Positive Experience,0,4.1.4,2024-11-26 17:05:00
R001117,U008399,Watch Party,The syncing is off. Our streams weren't in sync at all. Highly disappointing.,2.0,negative,Crashes,0,4.3.1,2024-09-21 08:50:00
R001118,U002692,Watch Party,Room creation fails half the time. Very frustrating. Really needs work.,1.0,negative,Bug,0,4.5.4,2025-02-13 01:49:00
R001119,U001735,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.1.0,2025-01-21 22:48:00
R001120,U001026,Watch Party,Watch party crashes every single time I try to use it. Completely broken. Please improve.,1.0,negative,Bug,1,4.1.3,2024-11-25 19:26:00
R001121,U011026,Watch Party,My friends can never join. Garbage feature.,1.0,negative,Bug,0,4.3.1,2025-02-16 12:42:00
R001122,U003397,Watch Party,"Watch party sometimes works, but loading is painfully slow.",2.0,negative,Crashes,1,4.5.3,2024-11-30 05:44:00
R001123,U000246,Watch Party,"Watch party sometimes works, but loading is painfully slow.",2.0,negative,Crashes,1,4.4.4,2024-12-08 01:56:00
R001124,U008102,Watch Party,Watch party is okay but could use better friend invite options.,3.0,neutral,Too Many Steps,0,4.4.2,2024-11-30 03:46:00
R001125,U006405,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.3.2,2024-09-04 13:21:00
R001126,U000202,Watch Party,Had to retry 3 times before the session started. Really needs work.,2.0,negative,Crashes,0,4.1.3,2024-09-26 01:52:00
R001127,U006115,Watch Party,"Invited 3 friends, app froze before we could even start. Useless.",1.0,negative,Bug,0,4.1.1,2024-09-16 23:33:00
R001128,U008112,Watch Party,Works sometimes. Hoping they improve stability.,3.0,neutral,Too Many Steps,0,4.4.0,2025-01-11 00:41:00
R001129,U007273,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.4.0,2024-08-12 22:26:00
R001130,U001399,Watch Party,My friends can never join. Garbage feature.,1.0,negative,Bug,0,4.2.3,2024-08-25 13:05:00
R001131,U002497,Watch Party,"Watch party sometimes works, but loading is painfully slow.",2.0,negative,Crashes,1,4.1.3,2025-01-11 16:28:00
R001132,U000166,Watch Party,This feature is a joke. Never works on smart TV.,1.0,negative,Bug,1,4.3.1,2025-02-09 07:41:00
R001133,U000557,Watch Party,My friends can never join. Garbage feature.,1.0,negative,Bug,1,4.5.2,2025-02-14 22:17:00
R001134,U003409,Watch Party,Watch party crashes every single time I try to use it. Completely broken.,1.0,negative,Bug,1,4.3.1,2024-10-26 07:48:00
R001135,U006491,Watch Party,Watch party is okay but could use better friend invite options.,3.0,neutral,Too Many Steps,0,4.3.2,2025-02-06 13:13:00
R001136,U000037,Watch Party,The syncing is off. Our streams weren't in sync at all.,2.0,negative,Crashes,0,4.4.0,2025-02-26 09:28:00
R001137,U005167,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,neutral,Performance,0,4.4.2,2024-10-24 12:48:00
R001138,U000883,Watch Party,Works sometimes. Hoping they improve stability. Still waiting for a fix.,3.0,neutral,Too Many Steps,0,4.4.4,2024-10-03 08:05:00
R001139,U004889,Watch Party,Watch party is okay but could use better friend invite options. Highly disappointing.,3.0,neutral,Too Many Steps,0,4.3.0,2025-01-29 17:00:00
R001140,U004570,Watch Party,Watch party crashes every single time I try to use it. Completely broken. Still waiting for a fix.,1.0,negative,Bug,0,4.4.4,2024-08-20 01:01:00
R001141,U010818,Watch Party,Watch party crashes every single time I try to use it. Completely broken.,,negative,Bug,1,4.4.3,2024-10-03 17:19:00
R001142,U006133,Watch Party,"Watch party sometimes works, but loading is painfully slow.",2.0,negative,Crashes,0,4.4.0,2025-02-19 15:22:00
R001143,U001956,Watch Party,The syncing is off. Our streams weren't in sync at all.,2.0,negative,Crashes,0,4.4.4,2025-02-07 02:54:00
R001144,U007719,Watch Party,Watch party crashes every single time I try to use it. Completely broken.,1.0,negative,Bug,1,4.3.3,2025-02-02 17:27:00
R001145,U008275,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.5.1,2024-11-06 13:58:00
R001146,U009022,Watch Party,Managed to have a watch party last night. Was fun once it worked!,4.0,positive,Performance,0,4.5.2,2024-10-03 07:41:00
R001147,U010203,Watch Party,"Invited 3 friends, app froze before we could even start. Useless. Really needs work.",1.0,negative,Bug,0,4.3.0,2025-01-07 00:13:00
